번호,관광지명,주소,지도 x좌표,지도 y좌표,전화번호,홈페이지주소(URL),등록일,지역,1차분류,2차분류,담당기관
1035,창녕 술정리동삼층석탑,경남 창녕군 창녕읍 술정리 120,35.53951414,128.4961373,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1036,구을비도,통영시 한산면,34.63844,128.5699,055-650-4613,,2006-02-10,통영시,레저관광,낚시,통영시 관광과
1037,창녕 영산법화암다층석탑,경남 창녕군 영산면 구계리 산 36,35.47382657,128.5472496,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1038,창녕 퇴천삼층석탑,경남 창녕군 창녕읍 교상리 28-23,35.54113,128.502,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1039,의령예술촌,경상남도 의령군 궁류면 평촌리 595,35.43655,128.2335,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 문화체육과
1040,충익사 모과나무,의령군 의령읍 충익로 1,35.31574,128.2616,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
1041,의령 세간리 은행나무,경남 의령군 유곡면 세간리 808,35.43898,128.3445,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
1042,세간리 현고수,경남 의령군 유곡면 세간리 1000번지,35.43896,128.3468,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
1043,성황리의 소나무,경남 의령군 정곡면 성황리 산34-1번지,35.38225,128.3513,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
1044,태암서원,경남 의령군 용덕면 덕암로5길 5-13,35.34123,128.2757,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
1045,덕곡서원,의령군 의령읍 벽화로 629-12,35.31308,128.2536,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
1046,의령향교,의령군 의령읍 의병로15길 28-1,35.32178,128.2581,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
1047,갈도,통영시 욕지면 서산리,34.56303,128.1833,055-650-4613,,2006-02-10,통영시,레저관광,낚시,통영시 관광과
1048,성주사 삼층석탑,창원시 성산구 곰절길 191,35.17614,128.7175,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
1049,의령중동리고분군,경남 의령군 정곡면 죽전리 46-78번지,35.36385,128.3307,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
1050,의령 죽전리고분군,의령군 정곡면 정곡2길,35.37403,128.3073,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
1051,삼선암고려동종,진주시 상봉동 820-3,35.20952,128.0745,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1052,평거동석조여래좌상,진주시 평거동 391-1,35.16982,128.0539,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1053,응석사대웅전,진주시 집현면 정평리 741,35.29661,128.0585,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1054,김해김씨비각,진주시 남강로 626,35.18848,128.076,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1055,두방암다층석탑,진주시 문산읍 동부로781번길 267,35.18814,128.1915,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1056,유수리 백악기고환경과 공룡화석지,"진주시 내동면 산유로, 가화천 일원",35.13908,128.0548,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1057,진주향안,진주시 남강로 626,35.18848,128.076,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1058,단성석조여래좌상,진주시 천수로137번길 38,35.17481,128.0835,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1059,어사옥비,창원시 의창구 북면 구룡로79번길 29,35.28951,128.6192,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
1060,용암사지부도,진주시 이반성면 용암길46번길 34-43,35.16239,128.33,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1061,효자리3층석탑,진주시 수곡면 곤수로898번길 31-4,35.19613,127.9407,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1062,차륜식토기,진주시 남강로 626,35.18848,128.076,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1063,중완구,진주시 남강로 626,35.18848,128.076,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1064,성주사 동종,창원시 성산구 곰절길 191,35.17614,128.7175,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
1065,현자총통,진주시 남강로 626,35.18848,128.076,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1066,진주청곡사목조제석천·대범천의상,진주시 금산면 월아산로1440번길 138,35.19078,128.1811,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1067,작원관전투,밀양시 삼랑진읍 작원관지길,35.39648,128.8698,055-359-5644,,2006-02-10,밀양시,미분류,미분류,밀양시 문화관광과
1068,청곡사 영산회 괘불탱,진주시 금산면 월아산로1440번길 138,35.19078,128.1811,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1069,진주/삼천포 12차 농악,진주시 남강로659번길 10,35.19187,128.0837,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1070,진주교방굿거리춤,진주시 남강로1번길 96-6,35.17719,128.0366,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1071,진주포구락무,진주시 남강로539번길 19,35.18629,128.073,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1072,진주한량무,진주시 남강로539번길 19,35.18629,128.073,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1073,진주검무,진주시 남강로539번길 19,35.18629,128.073,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1074,묘산면의 소나무,합천군 묘산면 화양소나무길,35.69121,128.1327,055-930-4666,,2006-02-10,합천군,문화관광,기념물,합천군 문화관광과
1075,옥계서원,합천군 봉산면 술곡리,35.57581,127.9974,055-930-3178,,2006-02-10,합천군,문화관광,기념물,합천군 문화체육과
1076,합천 초계향교,경상남도 합천군 초계면 교촌3길 18-6,35.56096,128.263,055-930-3173,,2006-02-10,합천군,문화관광,기념물,합천군
1077,삼가향교,합천군 삼가면 소오길,35.40936,128.1195,055-930-3178,,2006-02-10,합천군,문화관광,기념물,합천군 문화체육과
1078,옥전서원,합천군 쌍책면 황강옥전로 1510-60,35.58311,128.2783,055-930-3178,,2006-02-10,합천군,문화관광,기념물,합천군 문화체육과
1079,합천 합천향교,경상남도 합천군 야로면 향교길 17-3,35.70577067,128.1672297,055-930-3173,,2006-02-10,합천군,문화관광,기념물,합천군
1080,합천 옥전 고분군,경남 합천군 쌍책면 성산리 산 29-1,35.58042227,128.2829415,055-930-4883,,2006-02-10,합천군,문화관광,기념물,합천군
1081,의령 서동리 함안층 빗방울 자국,경남 의령군 의령읍 서동리,35.31938,128.2577,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
1082,합천 학리 지석묘,경남 합천군 덕곡면 학리 371,35.62422595,128.3502107,055-930-3178,,2006-02-10,합천군,문화관광,기념물,합천군
1083,배티세일동굴,경남 합천군 쌍책면 사양리 170,35.63154821,128.279415,055-930-3178,,2006-02-10,합천군,문화관광,기념물,합천군
1084,합천 해인사 대장경판,경상남도 합천군 가야면 해인사길 122,35.80119801,128.0980054,055-930-3000,http://www.haeinsa.or.kr/,2006-02-10,합천군,문화관광,기념물,해인사
1085,합천 화엄경 관자재보살 소설법문별행소,경상남도 합천군 가야면 해인사길 122,35.8013,128.0976,055-930-3000,,2006-02-10,합천군,문화관광,기념물,합천군
1086,합천 대방광불화엄경세주묘엄품,경상남도 합천군 가야면 해인사길 122,35.8013,128.0976,055-930-3000,http://www.haeinsa.or.kr/,2006-02-10,합천군,문화관광,기념물,해인사
1087,금강반야바라밀경,경상남도 합천군 가야면 해인사길 122,35.8013,128.0976,055-930-3000,,2006-02-10,합천군,문화관광,기념물,해인사
1088,능동 석인 및 상석,김해시 장유면 월산로,35.20352,128.8058,055-330-4441,,2006-02-10,김해시,문화관광,기념물,김해시 문화관광사업소 관광과
1089,합천 화엄경보현행원품,경상남도 합천군 가야면 해인사길 122,35.8013,128.0976,055-930-3000,,2006-02-10,합천군,문화관광,기념물,해인사
1090,법화경보문품,합천군 가야면 해인사길 122,35.8013,128.0976,055-930-4666,,2006-02-10,합천군,문화관광,기념물,합천군 문화관광과
1091,합천 인천보감,합천군 가야면 해인사길 122,35.8013,128.0976,055-930-3000,,2006-02-10,합천군,문화관광,기념물,해인사
1092,합천 불설예수십왕생칠경,경상남도 합천군 가야면 해인사길 122,35.8013,128.0976,055-930-3000,,2006-02-10,합천군,문화관광,기념물,해인사
1093,합천 화엄경변상도(주본),합천군 가야면 해인사길 122,35.8013,128.0976,055-930-3000,,2006-02-10,합천군,문화관광,기념물,합천군
1094,합천 대방광불화엄경소,경상남도 합천군 가야면 해인사길 122,35.8013,128.0976,055-930-3000,,2006-02-10,합천군,문화관광,기념물,해인사
1095,해인사 장경판전,경상남도 합천군 가야면 해인사길 122,35.8013,128.0976,055-930-3000,,2006-02-10,합천군,문화관광,기념물,해인사
1096,대원군 척화비,양산시 북정로 78,35.37988,129.0544,055-392-3233,,2006-02-10,양산시,문화관광,기념물,양산시 문화관광과
1097,"합천 대동사지석조여래좌상, 백암리석등",경남 합천군 대양면 백암리 102,35.5062182,128.217952,055-930-3178,,2006-02-10,합천군,문화관광,기념물,합천군
1098,진주상대동선조사제문비,진주시 선학산길13번길 17-13,35.18508,128.107,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1099,합천 신라충신죽죽비,경남 합천군 합천읍 합천리 196-1,35.56061601,128.1667208,055-930-3178,,2006-02-10,합천군,문화관광,기념물,합천군
1100,합천 야천신도비,경남 합천군 묘산면 화양리 산 53-4,35.68459999,128.1372277,055-930-3178,,2006-02-10,합천군,문화관광,기념물,합천군
1101,합천 월광사지 삼층석탑,경남 합천군 야로면 월광리 369-1,35.73433689,128.1526741,055-930-3178,,2006-02-10,합천군,문화관광,기념물,합천군
1102,합천 오광대,경상남도 합천군 덕곡면 율지2길 16,35.61473015,128.3590367,055-930-3173,,2006-02-10,합천군,문화관광,기념물,합천군
1103,진주응석사 삼존여래좌상,진주시 집현면 응석로 435,35.29657,128.0585,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1104,문산성당,진주시 문산읍 소문리 58-1,35.17241,128.169,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1105,전구형왕릉,산청군 금서면 화계리 산16-1,35.44994,127.8006,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1106,신관용류가야금산조,진주시 남강로1번길 96-6,35.17719,128.0366,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1107,산청특리지석묘군,산청군 금서면 특리 394,35.43848,127.8567,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1108,산청생초고분군,산청군 생초면 어서리,35.49464,127.8323,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1109,고산성,산청군 산청읍 웅석봉로,35.4039,127.8761,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1110,지곡산성,산청군 산청읍 호암로,35.36294,127.9128,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1111,이구산성,산청군 단성면 목화로,35.27545,127.9535,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1112,어외산성,산청군 생초면 어서리,35.49464,127.8323,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1113,백마산성,산청군 신안면 중촌갈전로,35.34528,127.9815,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1114,남명 조식 유적지,산청군 시천면 원리길,35.27435,127.8332,055-973-9781,,2006-02-10,산청군,문화관광,기념물,
1115,목면시배유지,산청군 단성면 목화로 887,35.28948,127.958,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1116,율곡사 대웅전,산청군 신등면 율곡사길 182,35.41597,127.9664,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1117,삼장사지삼층석탑,산청군 삼장면 친환경로,35.33269,127.8411,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1118,남치저수지,남해군 고현면 남치로159번길,34.91214,127.8882,055-860-8603,,2006-02-10,남해군,레저관광,낚시,남해군 문화관광과
1119,갈계리 삼층석탑,거창군 북상면 송계로,35.79631,127.8167,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
1120,거류산성,고성군 거류면 거류산 일원,34.99531,128.3798,055-670-2201,,2006-02-10,고성군,문화관광,기념물,고성군 문화체육관광과
1121,평산도요,고성군 하이면 평산도요,34.92862,128.1229,055-670-2201,,2006-02-10,고성군,문화관광,기념물,고성군 문화체육관광과
1122,곡산봉수대,고성군 동해면 동해로,35.03474,128.4167,055-670-2201,,2006-02-10,고성군,문화관광,기념물,고성군 문화체육관광과
1123,고성 천왕점 봉수대,고성군 대가면 양화2길,35.01629,128.2795,055-670-2201,,2006-02-10,고성군,문화관광,기념물,고성군 문화체육관광과
1124,양화리 법천사지 부도군,고성군 대가면 양화2길 86-6,35.01596,128.2786,055-670-2201,,2006-02-10,고성군,문화관광,기념물,고성군 문화체육관광과
