"번호","개방서비스명","개방서비스ID","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부",""
"2525","숙박업","03_11_03_P","5420000","5420000-214-2009-00001","20090106","","01","영업/정상","01","영업","","","","","055 6704501","592","638812","경상남도 고성군 회화면 당항리 950-5 외9필지","경상남도 고성군 회화면 당항만로 1116","52915","당항포관광지 펜션","20220120162840","U","2022-01-22","숙박업(생활)","128.392026078668","35.0532256277492","숙박업(생활)","2","0","1","2","0","0","4","4","0","N","0","","","","자가","0","","","0","0","N","4882040000"
"2526","숙박업","03_11_03_P","5420000","5420000-201-1999-00003","19990419","","01","영업/정상","01","영업","","","","","055 6738885","417","638912","경상남도 고성군 삼산면 판곡리 362-62","경상남도 고성군 삼산면 공룡로 2980","52934","나포리모텔","20210914165418","U","2021-09-16","여관업","128.317077193661","34.9618580899471","여관업","3","0","1","3","0","0","7","10","0","N","0","","","","","0","0","0","0","0","N","4882031000"
"2527","숙박업","03_11_03_P","5420000","5420000-201-2004-00008","20041221","","01","영업/정상","01","영업","","","","","055 673 8051","462","638813","경상남도 고성군 회화면 배둔리 1348-1번지","경상남도 고성군 회화면 마구들1길 159","52915","로미오모텔","20180510095134","I","2018-08-31","여관업","128.373459305892","35.0452019598083","여관업","3","0","2","3","0","0","0","13","0","N","0","","","","자가","0","","","0","0","N","4882040000"
"2528","숙박업","03_11_03_P","5420000","5420000-201-2004-00009","20041221","","01","영업/정상","01","영업","","","","","055 6738052","462","638813","경상남도 고성군 회화면 배둔리 1348-13번지","경상남도 고성군 회화면 마구들1길 163","52915","줄리엣모텔","20180510101142","I","2018-08-31","여관업","128.373437708607","35.0454044533188","여관업","3","0","2","3","0","0","0","13","0","N","0","","","","자가","0","","","0","0","N","4882040000"
"2529","숙박업","03_11_03_P","5420000","5420000-201-2021-00001","20210114","","01","영업/정상","01","영업","","","","","055 8346255","223","638931","경상남도 고성군 하이면 덕명리 15-2","경상남도 고성군 하이면 자란만로 690","52963","호텔리포스","20210419090643","U","2021-04-21","숙박업 기타","128.154765655949","34.9103693757148","숙박업 기타","2","0","1","2","0","0","4","5","0","N","0","","","","자가","0","1","0","0","0","N","4882033000"
"2530","숙박업","03_11_03_P","5420000","5420000-201-2021-00002","20210125","","01","영업/정상","01","영업","","","","","","775","638812","경상남도 고성군 회화면 당항리 268","경상남도 고성군 회화면 회진로 218","52915","드래곤스파빌리지","20220113130802","U","2022-01-15","숙박업 기타","128.384775653296","35.0536957238661","숙박업 기타","4","0","1","4","0","0","4","10","0","N","0","","","","자가","0","0","1","0","0","N","4882040000"
"2531","숙박업","03_11_03_P","5420000","5420000-214-2022-00001","20220629","","01","영업/정상","01","영업","","","","","","96","638912","경상남도 고성군 삼산면 판곡리 609","경상남도 고성군 삼산면 공룡로 2802","52958","도연농원","20220629114622","I","2022-07-01","숙박업(생활)","128.309208167467","34.950633203828","숙박업(생활)","1","0","1","0","0","0","0","3","0","N","0","","","","자가","0","1","0","0","0","N","4882031000"
"2532","숙박업","03_11_03_P","5420000","5420000-201-2022-00004","20220517","","01","영업/정상","01","영업","","","","","","1217","638991","경상남도 고성군 마암면 두호리 222-4,5","경상남도 고성군 마암면 두호1길 63","52912","오아시스 호텔","20220603151954","U","2022-06-08","관광호텔","128.343746512562","35.0094036630407","관광호텔","3","1","1","2","0","0","0","18","0","N","0","","","","임대","0","0","3","0","0","N","4882041000"
"2533","숙박업","03_11_03_P","5420000","5420000-201-2022-00005","20220517","","01","영업/정상","01","영업","","","","","","504","638811","경상남도 고성군 회화면 삼덕리 226-11","경상남도 고성군 회화면 남해안대로 4146-10","52913","더 로얄 호텔","20220603152651","U","2022-06-08","관광호텔","128.38399251869","35.0949506771577","관광호텔","3","0","1","2","0","0","0","18","0","N","0","","","","임대","0","0","0","0","0","N","4882040000"
"2537","숙박업","03_11_03_P","5420000","5420000-201-2007-00004","20071206","","03","폐업","02","폐업","20180730","","","","055 6728715","593","638802","경상남도 고성군 고성읍 덕선리 189번지","경상남도 고성군 고성읍 덕선2길 26-10","52930","파레스모텔","20180730105507","I","2018-08-31","여관업","128.308145381014","34.996226773372","여관업","3","1","0","0","0","0","10","10","0","N","0","","","","자가","0","","","0","0","N","4882025000"
"2540","숙박업","03_11_03_P","5420000","5420000-201-2000-00001","20000428","","03","폐업","02","폐업","20150728","","","","055 6738838","403","638841","경상남도 고성군 동해면 내곡리 828-1번지","경상남도 고성군 동해면 동해로 1060","52918","성나루모텔","20080604144545","I","2018-08-31","여관업","128.393944794145","35.0358938687245","여관업","3","","1","3","","","5","10","","N","","","","","","","","","","","N","4882042000"
"2552","숙박업","03_11_03_P","5420000","5420000-201-1988-00005","19880404","","03","폐업","02","폐업","20170510","","","","6726967","0","638803","경상남도 고성군 고성읍 동외리 292-6번지","경상남도 고성군 고성읍 남포로162번길 100-13","52942","귀빈여인숙","20170510173444","I","2018-08-31","여인숙업","","","여인숙업","","","","","","","10","","","Y","","","","","","","","","","","N",""
"2553","숙박업","03_11_03_P","5420000","5420000-214-2014-00003","20140613","","03","폐업","02","폐업","20151030","","","","","96","638921","경상남도 고성군 하일면 춘암리 361-1번지 외 3필지","경상남도 고성군 하일면 자란만로 1047-66","52957","농업회사법인(주)공룡나라약선문화예술촌","20140709175709","I","2018-08-31","숙박업(생활)","128.172811795729","34.9099784238929","숙박업(생활)","1","0","1","0","0","0","3","0","0","N","0","","","","자가","0","","","0","0","N","4882032000"
"2555","숙박업","03_11_03_P","5420000","5420000-201-1997-00006","19970920","","03","폐업","02","폐업","20150904","","","","8543988","453","638933","경상남도 고성군 하이면 봉원리 3번지","경상남도 고성군 하이면 삼상로 1228","52960","명성모텔","20040920000000","I","2018-08-31","여관업","128.165631132128","34.9839830714185","여관업","3","","1","3","","","18","","","N","","","","","","","","","","","N","4882033000"
"2562","숙박업","03_11_03_P","5420000","5420000-201-1996-00008","19960916","","03","폐업","02","폐업","20200110","","","","055 6720244","1775","638982","경상남도 고성군 개천면 북평리 50-1번지","경상남도 고성군 개천면 연화산1로 555-19","52904","연화원여관","20200110134158","U","2020-01-12","여관업","128.261806073418","35.0882651955517","여관업","2","0","1","2","0","0","46","0","0","N","0","","","","자가","0","","","0","0","N","4882038000"
"2564","숙박업","03_11_03_P","5420000","5420000-201-1999-00004","19990506","","03","폐업","02","폐업","20210623","","","","","278","638922","경상남도 고성군 하일면 학림리 365-1","경상남도 고성군 하일면 자란만로 1701","52956","도토리하우스","20210623104414","U","2021-06-25","여관업","128.197766470442","34.9392539009954","여관업","3","0","1","3","0","0","3","9","0","N","0","","","","","0","","","0","0","N","4882032000"
"2567","숙박업","03_11_03_P","5420000","5420000-201-1988-00003","19881210","","03","폐업","02","폐업","20200605","","","","6730801","581","638805","경상남도 고성군 고성읍 송학리 262-15번지","경상남도 고성군 고성읍 중앙로25번길 70-29","52942","동방모텔","20200605100026","U","2020-06-07","여관업","128.324838788145","34.9772021018766","여관업","3","1","1","3","0","0","12","10","0","N","0","","","","","0","","","0","0","N","4882025000"
"2569","숙박업","03_11_03_P","5420000","5420000-201-2009-00002","20090115","","03","폐업","02","폐업","20161011","","","","055 6730093","215","638941","경상남도 고성군 상리면 동산리 산 113-4번지 외1필지","경상남도 고성군 상리면 동산1길 90","52951","쥬라기공원","20150720161428","I","2018-08-31","여관업","128.185622106091","34.9672138450576","여관업","0","0","0","0","0","0","7","0","0","N","0","","","","","0","","","0","0","N","4882034000"
"2570","숙박업","03_11_03_P","5420000","5420000-201-2009-00003","20090309","","03","폐업","02","폐업","20150617","","","","055 6736878","686","638812","경상남도 고성군 회화면 당항리 425-4번지","경상남도 고성군 회화면 회진로 169-1","52915","당항포나루","20090309200125","I","2018-08-31","여관업","128.381737287045","35.0518458765177","여관업","4","0","","","","","8","16","0","N","0","","","","","0","","","0","","N","4882040000"
"2571","숙박업","03_11_03_P","5420000","5420000-201-1994-00001","19940124","","03","폐업","02","폐업","20130415","","","","6739399","374","638813","경상남도 고성군 회화면 배둔리 606-24번지","경상남도 고성군 회화면 당항길 34-11","52915","모텔꿈의궁전","20130416134717","I","2018-08-31","여관업","128.377948356061","35.0504818911506","여관업","2","","1","2","","","12","2","","N","","","","","","","","","","","N","4882040000"
"2572","숙박업","03_11_03_P","5420000","5420000-201-2003-00008","20030923","","03","폐업","02","폐업","20201130","","","","8346255","223","638931","경상남도 고성군 하이면 덕명리 15-2","경상남도 고성군 하이면 자란만로 690","52963","브이모텔","20201130130752","U","2020-12-02","여관업","128.154765655949","34.9103693757148","여관업","2","0","1","2","0","0","0","10","0","N","0","","","","자가","0","","","0","0","N","4882033000"
"2575","숙박업","03_11_03_P","5420000","5420000-201-1996-00009","19961028","","03","폐업","02","폐업","20191021","","","","6728107","668","638813","경상남도 고성군 회화면 배둔리 903-1번지","경상남도 고성군 회화면 남해안대로 3706","52914","뉴월드장","20191021163446","U","2019-10-23","여관업","128.368865785699","35.0586751341133","여관업","5","0","1","5","0","0","11","10","0","N","0","","","","","0","","","0","0","N","4882040000"
"2576","숙박업","03_11_03_P","5420000","5420000-201-1998-00003","19980520","","03","폐업","02","폐업","20201130","","","","6738126","633","638807","경상남도 고성군 고성읍 신월리 247-1","경상남도 고성군 고성읍 신월3길 160","52949","도이모텔여관","20201130132005","U","2020-12-02","여관업","128.337390778088","34.9593668542983","여관업","3","0","1","2","0","0","0","17","0","N","0","","","","","0","","","0","0","N","4882025000"
"2577","숙박업","03_11_03_P","5420000","5420000-201-2005-00002","20050413","","03","폐업","02","폐업","20211228","","","","055 6740038","417","638991","경상남도 고성군 마암면 두호리 222-1","경상남도 고성군 마암면 두호1길 63","52912","에로스모텔","20211228174127","U","2021-12-30","여관업","128.343746512562","35.0094036630407","여관업","3","1","0","0","0","0","0","11","0","N","0","","","","자가","0","0","0","0","0","N","4882041000"
"2578","숙박업","03_11_03_P","5420000","5420000-201-1998-00006","19981204","","03","폐업","02","폐업","20190710","","","","6726767","415","638991","경상남도 고성군 마암면 삼락리 9-3번지","경상남도 고성군 마암면 당항만로 102-38","52912","수문장여관","20190710135436","U","2019-07-12","여관업","","","여관업","3","0","1","3","0","0","8","8","0","N","0","","","","자가","0","","","0","0","N",""
"2580","숙박업","03_11_03_P","5420000","5420000-201-2004-00006","20040906","","03","폐업","02","폐업","20171214","","","","6729769","449","638843","경상남도 고성군 동해면 용정리 220-5번지","경상남도 고성군 동해면 조선특구로 1455","52919","비너스모텔","20171214151820","I","2018-08-31","여관업","128.480849373614","35.0230794810942","여관업","3","0","2","3","0","0","13","1","0","N","0","","","","","0","","","0","0","N","4882042000"
"2581","숙박업","03_11_03_P","5420000","5420000-201-2005-00003","20050413","","03","폐업","02","폐업","20211228","","","","055 6722929","246","638991","경상남도 고성군 마암면 두호리 222-4 외1필지","경상남도 고성군 마암면 두호1길 63 (외1필지)","52912","에로스모텔2","20211228174224","U","2021-12-30","여관업","128.343746512562","35.0094036630407","여관업","3","0","2","2","0","0","0","7","0","N","0","","","","자가","0","0","0","0","0","N","4882041000"
